pn_skid,kc_skid,pn_names,kc_names,claw_ids
24726,16522,Uniglomerular mALT VM1 lPN 24727 BH,KCa'B'ap 16523 NS,16522.3
23134,16570,Uniglomerular mALT VC3l adPN 23135 BH,KCy 16571 SAC,16570.1
39682,16570,Uniglomerular mALT DM4 adPN 39683 JMR,KCy 16571 SAC,16570.2
16,16570,Uniglomerular mALT VA6 adPN 017 DB,KCy 16571 SAC,16570.3
11544121,16570,Uniglomerular mALT VM7d adPN 40791 BH,KCy 16571 SAC,16570.4
65762,16570,Uniglomerular mALT DC2 adPN 65763 AJ,KCy 16571 SAC,16570.5
49865,16570,Uniglomerular mALT VM5d adPN 49866 JMR,KCy 16571 SAC,16570.6
39668,16574,Uniglomerular mALT DL5 adPN 39669 JMR,KCy 16575 BH,16574.1
21999,16574,Uniglomerular mALT VL2a adPN 22000 JMR,KCy 16575 BH,16574.2
16,16574,Uniglomerular mALT VA6 adPN 017 DB,KCy 16575 BH,16574.3
11524119,16646,Uniglomerular lALT VP1m l2PN 65701 AJ ECM,KCy 16647 IJA,16646.1
57333,16646,Uniglomerular mALT DL2d adPN 57334 IJA,KCy 16647 IJA,16646.2
68697,16646,Uniglomerular mALT DM6 adPN 68698 BH,KCy 16647 IJA,16646.3
11544074,16646,Uniglomerular mALT DL1 adPN 27304 JMR,KCy 16647 IJA,16646.4
32214,16646,Uniglomerular mALT VA7m lPN 32215 BH,KCy 16647 IJA,16646.5
37513,16646,Biglomerular mALT VP3 + VP1l ivPN bilateral 37489 AJ,KCy 16647 IJA,16646.6
40637,16706,Uniglomerular mALT D adPN 40638 BH,KCy 16707 CLM AEB,16706.1
24622,16706,Uniglomerular mALT D adPN 24623 CF,KCy 16707 CLM AEB,16706.2
22132,16706,Uniglomerular mALT VC1 lPN 22133 BH,KCy 16707 CLM AEB,16706.3
27048,16706,Uniglomerular mALT DP1l adPN 27049 BH,KCy 16707 CLM AEB,16706.4
771242,16706,Uniglomerular mALT DC1 adPN 23665 AA,KCy 16707 CLM AEB,16706.5
21999,16706,Uniglomerular mALT VL2a adPN 22000 JMR,KCy 16707 CLM AEB,16706.6
27048,16750,Uniglomerular mALT DP1l adPN 27049 BH,KCy 16751 SM,16750.1
36390,16750,Uniglomerular mALT VA1d adPN 36391 BH,KCy 16751 SM,16750.2
165303,16750,Uniglomerular mALT VA3 adPN 34321 JMR,KCy 16751 SM,16750.3
39682,16750,Uniglomerular mALT DM4 adPN 39683 JMR,KCy 16751 SM,16750.4
57319,16750,Uniglomerular mALT VA3 adPN 57320 IJA,KCy 16751 SM,16750.5
27048,16750,Uniglomerular mALT DP1l adPN 27049 BH,KCy 16751 SM,16750.6
65762,16754,Uniglomerular mALT DC2 adPN 65763 AJ,KCy 16755 SAC,16754.1
57499,16754,Uniglomerular mALT VL1 ilPN bilateral 57500 ML,KCy 16755 SAC,16754.2
11524119,16754,Uniglomerular lALT VP1m l2PN 65701 AJ ECM,KCy 16755 SAC,16754.3
40749,16754,Uniglomerular mALT DA4l adPN 40750 BH,KCy 16755 SAC,16754.4
35447,16754,Uniglomerular mALT VM5d adPN 35448 AA,KCy 16755 SAC,16754.5
57402,16754,Uniglomerular mALT DC2 adPN 57403 SM,KCy 16755 SAC,16754.6
37250,16762,Uniglomerular mALT DA4m adPN 37251 JMR,KCy 16763 NS-SC,16762.1
22132,16762,Uniglomerular mALT VC1 lPN 22133 BH,KCy 16763 NS-SC,16762.2
57311,16762,Uniglomerular mALT DA1 lPN 57312 LK,KCy 16763 NS-SC,16762.3
22744,16762,Uniglomerular mALT VC3m lvPN 22745 JMR,KCy 16763 NS-SC,16762.4
23432,16778,Uniglomerular mALT VA2 adPN 23433 AA,KCy 16779 CF,16778.1
192547,16778,Uniglomerular lALT V ilPN bilateral 192548 EAM GSXEJ RJVR,KCy 16779 CF,16778.2
165303,16778,Uniglomerular mALT VA3 adPN 34321 JMR,KCy 16779 CF,16778.3
57319,16790,Uniglomerular mALT VA3 adPN 57320 IJA,KCy 16791 NS,16790.1
400943,16790,Uniglomerular mALT VC3m lvPN 24596 BH,KCy 16791 NS,16790.2
41578,16790,Uniglomerular mALT VC3l adPN 41579 AJ,KCy 16791 NS,16790.3
45242,16790,Uniglomerular mALT VC2 lPN 45243 AA,KCy 16791 NS,16790.4
11524119,16806,Uniglomerular lALT VP1m l2PN 65701 AJ ECM,KCy 16807 IJA,16806.1
57246,16806,Uniglomerular mALT VA1v adPN 57247 HG,KCy 16807 IJA,16806.2
39254,16806,Uniglomerular mALT VC5 adPN 39255 JMR,KCy 16807 IJA,16806.3
400943,16806,Uniglomerular mALT VC3m lvPN 24596 BH,KCy 16807 IJA,16806.4
65762,16806,Uniglomerular mALT DC2 adPN 65763 AJ,KCy 16807 IJA,16806.5
57241,16878,Uniglomerular mALT DC3 adPN 57242 ML,KCy 16879 AA,16878.1
40637,16878,Uniglomerular mALT D adPN 40638 BH,KCy 16879 AA,16878.2
55125,16878,Uniglomerular mALT VA1v adPN 55126 BH,KCy 16879 AA,16878.3
39668,16878,Uniglomerular mALT DL5 adPN 39669 JMR,KCy 16879 AA,16878.4
58686,16878,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 16879 AA,16878.5
40749,16914,Uniglomerular mALT DA4l adPN 40750 BH,KCy 16915 AJ,16914.1
45242,16914,Uniglomerular mALT VC2 lPN 45243 AA,KCy 16915 AJ,16914.2
11544074,16914,Uniglomerular mALT DL1 adPN 27304 JMR,KCy 16915 AJ,16914.3
22132,16914,Uniglomerular mALT VC1 lPN 22133 BH,KCy 16915 AJ,16914.4
22906,16914,Uniglomerular mALT VA5 lPN 22907 JMR,KCy 16915 AJ,16914.5
38885,16914,Uniglomerular mALT DA2 lPN 38886 BH,KCy 16915 AJ,16914.6
57365,16914,Uniglomerular mALT VA5 lPN 57366 NS,KCy 16915 AJ,16914.7
68697,16990,Uniglomerular mALT DM6 adPN 68698 BH,KCy 16991 SAC,16990.1
581536,16990,Uniglomerular mALT DL3 lPN 47095 JMR,KCy 16991 SAC,16990.2
22422,16990,Uniglomerular mALT DL2v adPN 22423 JMR,KCy 16991 SAC,16990.3
58686,16990,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 16991 SAC,16990.4
771242,16990,Uniglomerular mALT DC1 adPN 23665 AA,KCy 16991 SAC,16990.5
58686,16990,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 16991 SAC,16990.6
22132,17110,Uniglomerular mALT VC1 lPN 22133 BH,KCy 17111 SAC,17110.1
11544121,17110,Uniglomerular mALT VM7d adPN 40791 BH,KCy 17111 SAC,17110.2
57311,17110,Uniglomerular mALT DA1 lPN 57312 LK,KCy 17111 SAC,17110.3
1785034,17110,Uniglomerular mALT DA2 lPN 57399 LK,KCy 17111 SAC,17110.4
39682,17110,Uniglomerular mALT DM4 adPN 39683 JMR,KCy 17111 SAC,17110.5
57414,17110,Uniglomerular mALT DC3 adPN 57415 LK,KCy 17111 SAC,17110.6
771242,17130,Uniglomerular mALT DC1 adPN 23665 AA,KCy 17131 HG,17130.1
771242,17130,Uniglomerular mALT DC1 adPN 23665 AA,KCy 17131 HG,17130.2
2863104,17130,Uniglomerular mALT DA1 lPN 57316 2863105 ML,KCy 17131 HG,17130.3
22277,17130,Uniglomerular mALT VC3m lvPN 22278 AA,KCy 17131 HG,17130.4
58686,17130,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 17131 HG,17130.5
45242,17130,Uniglomerular mALT VC2 lPN 45243 AA,KCy 17131 HG,17130.6
2863104,17194,Uniglomerular mALT DA1 lPN 57316 2863105 ML,KCy 17195 EAM,17194.1
27048,17194,Uniglomerular mALT DP1l adPN 27049 BH,KCy 17195 EAM,17194.2
16,17194,Uniglomerular mALT VA6 adPN 017 DB,KCy 17195 EAM,17194.3
57311,17194,Uniglomerular mALT DA1 lPN 57312 LK,KCy 17195 EAM,17194.4
27295,17194,Uniglomerular mALT DA1 lPN 27296 BH,KCy 17195 EAM,17194.5
58686,17194,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 17195 EAM,17194.6
16,17230,Uniglomerular mALT VA6 adPN 017 DB,KCy/KCyd 17231 CF-NM,17230.1
16,17238,Uniglomerular mALT VA6 adPN 017 DB,KCy 17239 LF IJA,17238.1
21999,17238,Uniglomerular mALT VL2a adPN 22000 JMR,KCy 17239 LF IJA,17238.2
16,17238,Uniglomerular mALT VA6 adPN 017 DB,KCy 17239 LF IJA,17238.3
57385,17238,Uniglomerular mALT DM5 lPN 57386 HG,KCy 17239 LF IJA,17238.4
57414,17238,Uniglomerular mALT DC3 adPN 57415 LK,KCy 17239 LF IJA,17238.5
39254,17278,Uniglomerular mALT VC5 adPN 39255 JMR,KCy 17279 NS,17278.1
40749,17278,Uniglomerular mALT DA4l adPN 40750 BH,KCy 17279 NS,17278.2
36108,17278,Uniglomerular mALT VA7m lPN 36109 BH,KCy 17279 NS,17278.3
38885,17278,Uniglomerular mALT DA2 lPN 38886 BH,KCy 17279 NS,17278.4
22976,17278,Uniglomerular mALT VL2p adPN 22977 JMR,KCy 17279 NS,17278.5
24622,25841,Uniglomerular mALT D adPN 24623 CF,KCaBs 13599 CF,25841.1
43539,25841,Uniglomerular mALT VM7v adPN 43540 CF,KCaBs 13599 CF,25841.2
23512,25841,Uniglomerular mALT VM5v adPN 23513 CF,KCaBs 13599 CF,25841.3
58686,25841,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCaBs 13599 CF,25841.4
22594,30008,Uniglomerular mALT DM5 lPN 22595 BH,KCaBc 30009 EAM SAC,30008.1
22976,30008,Uniglomerular mALT VL2p adPN 22977 JMR,KCaBc 30009 EAM SAC,30008.2
57307,30008,Uniglomerular mALT DM6 adPN 57308 ML,KCaBc 30009 EAM SAC,30008.3
24726,30201,Uniglomerular mALT VM1 lPN 24727 BH,KCaBc 30202 SM,30201.1
43539,30201,Uniglomerular mALT VM7v adPN 43540 CF,KCaBc 30202 SM,30201.2
28876,30201,Uniglomerular mALT DM3 adPN 28877 JMR,KCaBc 30202 SM,30201.3
46493,30201,Uniglomerular mALT DC4 adPN 46494 JMR,KCaBc 30202 SM,30201.4
58686,30201,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCaBc 30202 SM,30201.5
22594,30300,Uniglomerular mALT DM5 lPN 22595 BH,KCy 30301 NAS AEB,30300.1
40637,30300,Uniglomerular mALT D adPN 40638 BH,KCy 30301 NAS AEB,30300.2
39668,30300,Uniglomerular mALT DL5 adPN 39669 JMR,KCy 30301 NAS AEB,30300.3
21999,30300,Uniglomerular mALT VL2a adPN 22000 JMR,KCy 30301 NAS AEB,30300.4
40637,30300,Uniglomerular mALT D adPN 40638 BH,KCy 30301 NAS AEB,30300.5
57003,30358,Uniglomerular mALT VM4 lvPN 57004 ML,KCy 30359 ARH,30358.1
39682,30358,Uniglomerular mALT DM4 adPN 39683 JMR,KCy 30359 ARH,30358.2
16,30358,Uniglomerular mALT VA6 adPN 017 DB,KCy 30359 ARH,30358.3
58686,30358,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 30359 ARH,30358.4
41308,30358,Uniglomerular mALT VM3 adPN 41309 BH,KCy 30359 ARH,30358.5
755022,30598,Uniglomerular mALT DA1 lPN 57358 IJA,KCy 30599 ARH CF,30598.1
39254,30598,Uniglomerular mALT VC5 adPN 39255 JMR,KCy 30599 ARH CF,30598.2
11544121,30598,Uniglomerular mALT VM7d adPN 40791 BH,KCy 30599 ARH CF,30598.3
30891,31267,Uniglomerular mALT DM1 lPN 30892 BH,KCaBs 31268 IJA,31267.1
27884,31267,Uniglomerular lALT V ilPN bilateral 27885 JMR,KCaBs 31268 IJA,31267.2
30891,31267,Uniglomerular mALT DM1 lPN 30892 BH,KCaBs 31268 IJA,31267.3
58686,31267,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCaBs 31268 IJA,31267.4
61773,31267,Uniglomerular mALT DL2v adPN 61774 JMR,KCaBs 31268 IJA,31267.5
41308,31267,Uniglomerular mALT VM3 adPN 41309 BH,KCaBs 31268 IJA,31267.6
56623,31267,Uniglomerular mALT DL2v adPN 56624 BH,KCaBs 31268 IJA,31267.7
30891,31267,Uniglomerular mALT DM1 lPN 30892 BH,KCaBs 31268 IJA,31267.8
23134,31772,Uniglomerular mALT VC3l adPN 23135 BH,KCa'B'ap 31773 AEB-SAC-CF,31772.1
11524119,31772,Uniglomerular lALT VP1m l2PN 65701 AJ ECM,KCa'B'ap 31773 AEB-SAC-CF,31772.2
11524119,31772,Uniglomerular lALT VP1m l2PN 65701 AJ ECM,KCa'B'ap 31773 AEB-SAC-CF,31772.3
37513,35679,Biglomerular mALT VP3 + VP1l ivPN bilateral 37489 AJ,KCa'B'ap 8315 AJ,35679.1
21999,36480,Uniglomerular mALT VL2a adPN 22000 JMR,KCy 36481 BH-NS,36480.1
192547,36480,Uniglomerular lALT V ilPN bilateral 192548 EAM GSXEJ RJVR,KCy 36481 BH-NS,36480.2
22744,36480,Uniglomerular mALT VC3m lvPN 22745 JMR,KCy 36481 BH-NS,36480.3
57410,36480,Uniglomerular mALT VA7l adPN 57411 NS,KCy 36481 BH-NS,36480.4
60799,36480,Uniglomerular mALT DM6 adPN 60800 JMR,KCy 36481 BH-NS,36480.5
21999,36480,Uniglomerular mALT VL2a adPN 22000 JMR,KCy 36481 BH-NS,36480.6
57319,36480,Uniglomerular mALT VA3 adPN 57320 IJA,KCy 36481 BH-NS,36480.7
39254,36909,Uniglomerular mALT VC5 adPN 39255 JMR,KCy 36910 ARH SAC,36909.1
27048,36909,Uniglomerular mALT DP1l adPN 27049 BH,KCy 36910 ARH SAC,36909.2
16,36909,Uniglomerular mALT VA6 adPN 017 DB,KCy 36910 ARH SAC,36909.3
39254,36909,Uniglomerular mALT VC5 adPN 39255 JMR,KCy 36910 ARH SAC,36909.4
400943,36909,Uniglomerular mALT VC3m lvPN 24596 BH,KCy 36910 ARH SAC,36909.5
39254,40538,Uniglomerular mALT VC5 adPN 39255 JMR,KCaBc 10827 AJ,40538.1
22594,40538,Uniglomerular mALT DM5 lPN 22595 BH,KCaBc 10827 AJ,40538.2
41578,40538,Uniglomerular mALT VC3l adPN 41579 AJ,KCaBc 10827 AJ,40538.3
23569,40538,Uniglomerular mALT VA4 lPN 23570 AA,KCaBc 10827 AJ,40538.4
60799,52051,Uniglomerular mALT DM6 adPN 60800 JMR,KCaBs 52052 JH,52051.1
775731,52051,Uniglomerular mALT VM1 lPN 39831 JMR,KCaBs 52052 JH,52051.2
22594,52051,Uniglomerular mALT DM5 lPN 22595 BH,KCaBs 52052 JH,52051.3
30891,52051,Uniglomerular mALT DM1 lPN 30892 BH,KCaBs 52052 JH,52051.4
30891,52051,Uniglomerular mALT DM1 lPN 30892 BH,KCaBs 52052 JH,52051.5
22976,52051,Uniglomerular mALT VL2p adPN 22977 JMR,KCaBs 52052 JH,52051.6
37935,52051,Uniglomerular mALT VC4 adPN 37936 CF,KCaBs 52052 JH,52051.7
30891,52051,Uniglomerular mALT DM1 lPN 30892 BH,KCaBs 52052 JH,52051.8
30791,52051,Uniglomerular mALT DL2d adPN 30792 BH,KCaBs 52052 JH,52051.9
24251,52062,Uniglomerular mALT VM7v adPN 24252 LK,KCaBc 52063 JH,52062.1
771242,52062,Uniglomerular mALT DC1 adPN 23665 AA,KCaBc 52063 JH,52062.2
41578,52062,Uniglomerular mALT VC3l adPN 41579 AJ,KCaBc 52063 JH,52062.3
54072,52434,Uniglomerular mALT VM2 adPN 54073 JMR,KCa'B'm 52435 JH-NS,52434.1
28876,52434,Uniglomerular mALT DM3 adPN 28877 JMR,KCa'B'm 52435 JH-NS,52434.2
28876,52434,Uniglomerular mALT DM3 adPN 28877 JMR,KCa'B'm 52435 JH-NS,52434.3
192547,52434,Uniglomerular lALT V ilPN bilateral 192548 EAM GSXEJ RJVR,KCa'B'm 52435 JH-NS,52434.4
41578,52434,Uniglomerular mALT VC3l adPN 41579 AJ,KCa'B'm 52435 JH-NS,52434.5
23134,52434,Uniglomerular mALT VC3l adPN 23135 BH,KCa'B'm 52435 JH-NS,52434.6
56623,52569,Uniglomerular mALT DL2v adPN 56624 BH,KCaBs 52570 NSR EAM,52569.1
54072,52569,Uniglomerular mALT VM2 adPN 54073 JMR,KCaBs 52570 NSR EAM,52569.2
57307,52569,Uniglomerular mALT DM6 adPN 57308 ML,KCaBs 52570 NSR EAM,52569.3
27611,52569,Uniglomerular mALT DM5 lPN 27612 JMR,KCaBs 52570 NSR EAM,52569.4
30891,52569,Uniglomerular mALT DM1 lPN 30892 BH,KCaBs 52570 NSR EAM,52569.5
58686,52569,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCaBs 52570 NSR EAM,52569.6
771242,52651,Uniglomerular mALT DC1 adPN 23665 AA,KCaBs 52652 AES,52651.1
68697,52651,Uniglomerular mALT DM6 adPN 68698 BH,KCaBs 52652 AES,52651.2
32214,52651,Uniglomerular mALT VA7m lPN 32215 BH,KCaBs 52652 AES,52651.3
23512,52651,Uniglomerular mALT VM5v adPN 23513 CF,KCaBs 52652 AES,52651.4
30434,52651,Uniglomerular mALT VM5v adPN 30435 BH,KCaBs 52652 AES,52651.5
2863104,58561,Uniglomerular mALT DA1 lPN 57316 2863105 ML,KCaBs 58562 ARH,58561.1
32399,58561,Uniglomerular mALT DC3 adPN 32400 AA,KCaBs 58562 ARH,58561.2
40749,58561,Uniglomerular mALT DA4l adPN 40750 BH,KCaBs 58562 ARH,58561.3
35246,58561,Uniglomerular mALT D adPN 35247 AA,KCaBs 58562 ARH,58561.4
58686,58561,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCaBs 58562 ARH,58561.5
22976,59438,Uniglomerular mALT VL2p adPN 22977 JMR,KCy 59439 ZSG,59438.1
28876,59438,Uniglomerular mALT DM3 adPN 28877 JMR,KCy 59439 ZSG,59438.2
30891,59438,Uniglomerular mALT DM1 lPN 30892 BH,KCy 59439 ZSG,59438.3
58686,59438,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 59439 ZSG,59438.4
56623,59438,Uniglomerular mALT DL2v adPN 56624 BH,KCy 59439 ZSG,59438.5
1775706,59438,Uniglomerular mALT DL1 adPN 22153 JMR,KCy 59439 ZSG,59438.6
771242,59446,Uniglomerular mALT DC1 adPN 23665 AA,KCy 59447 EAM,59446.1
57319,59446,Uniglomerular mALT VA3 adPN 57320 IJA,KCy 59447 EAM,59446.2
24726,59446,Uniglomerular mALT VM1 lPN 24727 BH,KCy 59447 EAM,59446.3
57341,59446,Uniglomerular mALT DL2d adPN 57342 ML,KCy 59447 EAM,59446.4
11524119,59446,Uniglomerular lALT VP1m l2PN 65701 AJ ECM,KCy 59447 EAM,59446.5
192547,59452,Uniglomerular lALT V ilPN bilateral 192548 EAM GSXEJ RJVR,KCy 59453 EAM-SAC,59452.1
57333,59452,Uniglomerular mALT DL2d adPN 57334 IJA,KCy 59453 EAM-SAC,59452.2
1775706,59452,Uniglomerular mALT DL1 adPN 22153 JMR,KCy 59453 EAM-SAC,59452.3
39682,59452,Uniglomerular mALT DM4 adPN 39683 JMR,KCy 59453 EAM-SAC,59452.4
45242,59452,Uniglomerular mALT VC2 lPN 45243 AA,KCy 59453 EAM-SAC,59452.5
57361,59452,Uniglomerular mALT VA5 lPN 57362 ML,KCy 59453 EAM-SAC,59452.6
36108,59512,Uniglomerular mALT VA7m lPN 36109 BH,KCy 59513 CLM,59512.1
1775706,59512,Uniglomerular mALT DL1 adPN 22153 JMR,KCy 59513 CLM,59512.2
57319,59512,Uniglomerular mALT VA3 adPN 57320 IJA,KCy 59513 CLM,59512.3
16,59512,Uniglomerular mALT VA6 adPN 017 DB,KCy 59513 CLM,59512.4
36108,59512,Uniglomerular mALT VA7m lPN 36109 BH,KCy 59513 CLM,59512.5
22277,59512,Uniglomerular mALT VC3m lvPN 22278 AA,KCy 59513 CLM,59512.6
57499,70417,Uniglomerular mALT VL1 ilPN bilateral 57500 ML,KCy 70418 ARH-SAC,70417.1
57499,70417,Uniglomerular mALT VL1 ilPN bilateral 57500 ML,KCy 70418 ARH-SAC,70417.2
11524119,70417,Uniglomerular lALT VP1m l2PN 65701 AJ ECM,KCy 70418 ARH-SAC,70417.3
58686,70417,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 70418 ARH-SAC,70417.4
57319,70417,Uniglomerular mALT VA3 adPN 57320 IJA,KCy 70418 ARH-SAC,70417.5
41578,70417,Uniglomerular mALT VC3l adPN 41579 AJ,KCy 70418 ARH-SAC,70417.6
42421,70516,Uniglomerular mALT VA1d adPN 42422 JMR,KCy 70517 EW,70516.1
39139,70516,Uniglomerular mALT VM5d adPN 39140 CF,KCy 70517 EW,70516.2
57414,70516,Uniglomerular mALT DC3 adPN 57415 LK,KCy 70517 EW,70516.3
21999,70516,Uniglomerular mALT VL2a adPN 22000 JMR,KCy 70517 EW,70516.4
57385,70516,Uniglomerular mALT DM5 lPN 57386 HG,KCy 70517 EW,70516.5
24726,70572,Uniglomerular mALT VM1 lPN 24727 BH,KC 70573 ARH,70572.1
57307,70572,Uniglomerular mALT DM6 adPN 57308 ML,KC 70573 ARH,70572.2
57333,70572,Uniglomerular mALT DL2d adPN 57334 IJA,KC 70573 ARH,70572.3
58686,70572,Uniglomerular mALT DP1m adPN 22768 BH ASB,KC 70573 ARH,70572.4
27048,70572,Uniglomerular mALT DP1l adPN 27049 BH,KC 70573 ARH,70572.5
32399,73398,Uniglomerular mALT DC3 adPN 32400 AA,KCy 73399 SM,73398.1
400943,73398,Uniglomerular mALT VC3m lvPN 24596 BH,KCy 73399 SM,73398.2
60799,73398,Uniglomerular mALT DM6 adPN 60800 JMR,KCy 73399 SM,73398.3
39139,73398,Uniglomerular mALT VM5d adPN 39140 CF,KCy 73399 SM,73398.4
11544074,73398,Uniglomerular mALT DL1 adPN 27304 JMR,KCy 73399 SM,73398.5
11544074,73398,Uniglomerular mALT DL1 adPN 27304 JMR,KCy 73399 SM,73398.6
30891,74667,Uniglomerular mALT DM1 lPN 30892 BH,KCy 74668 ARH,74667.1
68697,74806,Uniglomerular mALT DM6 adPN 68698 BH,KCy 74807 IJA-SAC,74806.1
57414,74806,Uniglomerular mALT DC3 adPN 57415 LK,KCy 74807 IJA-SAC,74806.2
22976,74806,Uniglomerular mALT VL2p adPN 22977 JMR,KCy 74807 IJA-SAC,74806.3
57323,74806,Uniglomerular mALT DA1 lPN 57324 LK JSL,KCy 74807 IJA-SAC,74806.4
23512,74806,Uniglomerular mALT VM5v adPN 23513 CF,KCy 74807 IJA-SAC,74806.5
11524119,79409,Uniglomerular lALT VP1m l2PN 65701 AJ ECM,KCy 79410 JH,79409.1
27048,79409,Uniglomerular mALT DP1l adPN 27049 BH,KCy 79410 JH,79409.2
16,79409,Uniglomerular mALT VA6 adPN 017 DB,KCy 79410 JH,79409.3
32214,79409,Uniglomerular mALT VA7m lPN 32215 BH,KCy 79410 JH,79409.4
775731,79409,Uniglomerular mALT VM1 lPN 39831 JMR,KCy 79410 JH,79409.5
22132,79409,Uniglomerular mALT VC1 lPN 22133 BH,KCy 79410 JH,79409.6
36108,162532,Uniglomerular mALT VA7m lPN 36109 BH,KCa'B'ap 162533 CLM,162532.1
775731,162532,Uniglomerular mALT VM1 lPN 39831 JMR,KCa'B'ap 162533 CLM,162532.2
11524119,162532,Uniglomerular lALT VP1m l2PN 65701 AJ ECM,KCa'B'ap 162533 CLM,162532.3
57410,162545,Uniglomerular mALT VA7l adPN 57411 NS,KCy 162546 ECS EAM,162545.1
400943,162545,Uniglomerular mALT VC3m lvPN 24596 BH,KCy 162546 ECS EAM,162545.2
771242,162545,Uniglomerular mALT DC1 adPN 23665 AA,KCy 162546 ECS EAM,162545.3
53671,162545,Uniglomerular mALT VM5v adPN 53672 AA,KCy 162546 ECS EAM,162545.4
36390,169900,Uniglomerular mALT VA1d adPN 36391 BH,KCaBs 11151 LK,169900.1
16,169900,Uniglomerular mALT VA6 adPN 017 DB,KCaBs 11151 LK,169900.2
39668,169900,Uniglomerular mALT DL5 adPN 39669 JMR,KCaBs 11151 LK,169900.3
39668,169900,Uniglomerular mALT DL5 adPN 39669 JMR,KCaBs 11151 LK,169900.4
771242,169900,Uniglomerular mALT DC1 adPN 23665 AA,KCaBs 11151 LK,169900.5
28876,171891,Uniglomerular mALT DM3 adPN 28877 JMR,KCy 171892 NM,171891.1
24726,171891,Uniglomerular mALT VM1 lPN 24727 BH,KCy 171892 NM,171891.2
57361,171891,Uniglomerular mALT VA5 lPN 57362 ML,KCy 171892 NM,171891.3
57307,175008,Uniglomerular mALT DM6 adPN 57308 ML,KCy 175009 AJ AEB,175008.1
58686,175008,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 175009 AJ AEB,175008.2
58686,175008,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 175009 AJ AEB,175008.3
53671,175008,Uniglomerular mALT VM5v adPN 53672 AA,KCy 175009 AJ AEB,175008.4
58686,175008,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 175009 AJ AEB,175008.5
65762,175008,Uniglomerular mALT DC2 adPN 65763 AJ,KCy 175009 AJ AEB,175008.6
30891,175008,Uniglomerular mALT DM1 lPN 30892 BH,KCy 175009 AJ AEB,175008.7
54072,175008,Uniglomerular mALT VM2 adPN 54073 JMR,KCy 175009 AJ AEB,175008.8
27246,175008,Uniglomerular mALT VM3 adPN 27247 JMR,KCy 175009 AJ AEB,175008.9
57422,175032,Uniglomerular mALT DA2 lPN A 57423 NS,KCa'B'ap 175033 AJ,175032.1
11524119,175032,Uniglomerular lALT VP1m l2PN 65701 AJ ECM,KCa'B'ap 175033 AJ,175032.2
22976,175032,Uniglomerular mALT VL2p adPN 22977 JMR,KCa'B'ap 175033 AJ,175032.3
58686,176001,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCy 16351 EAM,176001.1
45242,176001,Uniglomerular mALT VC2 lPN 45243 AA,KCy 16351 EAM,176001.2
30791,176001,Uniglomerular mALT DL2d adPN 30792 BH,KCy 16351 EAM,176001.3
30891,176001,Uniglomerular mALT DM1 lPN 30892 BH,KCy 16351 EAM,176001.4
39682,176326,Uniglomerular mALT DM4 adPN 39683 JMR,KCa'B'x 176327 NM,176326.1
49865,176326,Uniglomerular mALT VM5d adPN 49866 JMR,KCa'B'x 176327 NM,176326.2
23569,176326,Uniglomerular mALT VA4 lPN 23570 AA,KCa'B'x 176327 NM,176326.3
58686,176326,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCa'B'x 176327 NM,176326.4
46493,177602,Uniglomerular mALT DC4 adPN 46494 JMR,KCaBs 189029 ZSG AEB,177602.1
40306,177602,Uniglomerular mALT VM7d adPN 40307 CF,KCaBs 189029 ZSG AEB,177602.2
16,177602,Uniglomerular mALT VA6 adPN 017 DB,KCaBs 189029 ZSG AEB,177602.3
165303,177602,Uniglomerular mALT VA3 adPN 34321 JMR,KCaBs 189029 ZSG AEB,177602.4
775731,177602,Uniglomerular mALT VM1 lPN 39831 JMR,KCaBs 189029 ZSG AEB,177602.5
58686,186561,Uniglomerular mALT DP1m adPN 22768 BH ASB,KCaBs 186562 ARH,186561.1
23597,186561,Uniglomerular mALT VM4 adPN 23598 BH,KCaBs 186562 ARH,186561.2
39668,186561,Uniglomerular mALT DL5 adPN 39669 JMR,KCaBs 186562 ARH,186561.3
39139,186561,Uniglomerular mALT VM5d adPN 39140 CF,KCaBs 186562 ARH,186561.4
22422,186561,Uniglomerular mALT DL2v adPN 22423 JMR,KCaBs 186562 ARH,186561.5
21999,186561,Uniglomerular mALT VL2a adPN 22000 JMR,KCaBs 186562 ARH,186561.6
