,0,1,2,3,4,anno_ids_0,anno_ids_1,anno_ids_2,anno_ids_3,anno_ids_4,kc_ids
298,DM2,DM2,DM3,DM6,DM4,1419110,1419110,1419219,2500548,1419070,424245
299,VM2,V,DM5,VM2,DL2v,1419073,1419095,1419102,1419073,1419214,424245
300,DA2,VC3l,DC2,VA3,DA2,1419133,4587289,1283103,1419182,1419133,12602
301,DL2v,DM5,V,V,DM4,1419214,1419102,1419095,1419095,1419070,12602
302,DM2,DP1m,DM2,DM3,DP1m,1419110,2500472,1419110,1419219,2500472,12602
303,DM3,DP1m,DM2,DM4,VL2p,1419219,2500472,1419110,1419070,1419126,12602
304,VM5d,VC3l,DM6,VC4,DA3,1194543,4587289,2500548,2500615,2500563,424251
305,DM1,V,DP1m,DC1,V,1419230,1419095,2500472,1419168,1419095,424251
306,DA3,VC3l,VA3,VC4,V,2500563,4587289,1419182,2500615,1419095,424251
307,DM6,DL5,DM6,VM5v,VM5v,2500548,1419118,2500548,1194549,1194549,424251
308,DP1m,DC1,DM2,DM4,VL2p,2500472,1419168,1419110,1419070,1419126,424251
309,DM3,DM4,DM1,VA4,DM4,1419219,1419070,1419230,1283123,1419070,424251
310,VM5v,DL5,DM6,VM7d,VM7v,1194549,1419118,2500548,1419114,1419157,424251
311,DC4,VM7d,DM6,VM5d,DP1m,1419077,1419114,2500548,1194543,2500472,514367
312,DL3,DL4,VC3m,VA1d,VC3l,2468810,1419192,2500575,1283107,4587289,514367
313,DL2d,VM3,DM4,VA2,V,1419171,1419178,1419070,1419211,1419095,514367
314,VM7v,DL5,VM5v,DC2,VM7d,1419157,1419118,1194549,1283103,1419114,514367
315,VA2,DM3,DL2v,DM4,DM1,1419211,1419219,1419214,1419070,1419230,514367
316,VA4,VM3,DM4,DM4,VM3,1283123,1419178,1419070,1419070,1419178,514367
317,VL2a,VC3m,DC3,VA6,DA1,2500501,2500575,1283111,2500515,1419201,16706
318,D,DL4,VA1v,DA1,VC4,1419148,1419192,2500585,1419201,2500615,16706
319,VM1,DP1l,VC3m,VA2,VA4,1419153,2500556,2500575,1419211,1283123,16706
320,D,VA7m,VA6,DA2,VC5,1419148,1419121,2500515,1419133,5604551,16706
321,VC1,DP1m,DA2,VA6,DM2,1419195,2500472,1419133,2500515,1419110,16706
322,DC1,VC3l,VM7v,DL1,DL5,1419168,4587289,1419157,1419144,1419118,16706
323,DP1m,DM1,VC5,DM4,DM3,2500472,1419230,5604551,1419070,1419219,12618
324,V,V,DL2v,DP1l,DL2d,1419095,1419095,1419214,2500556,1419171,12618
325,DP1m,VC1,DC2,DA2,VC4,2500472,1419195,1283103,1419133,2500615,12618
326,VC4,VC5,VC4,VC4,VC1,2500615,5604551,2500615,2500615,1419195,12618
327,VM1,VM2,DM2,VA4,VL2p,1419153,1419073,1419110,1283123,1419126,12618
328,VM5d,VM7d,VC3m,VM5d,DC4,1194543,1419114,2500575,1194543,1419077,12618
329,DM1,VA4,DM4,VA4,DM3,1419230,1283123,1419070,1283123,1419219,9533778
330,DP1m,VC2,VC3m,V,V,2500472,1419099,2500575,1419095,1419095,9533778
331,DM2,DP1m,DM2,VL2p,VA2,1419110,2500472,1419110,1419126,1419211,9533778
332,VA7m,VP1,DP1m,DA1,DL1,1419121,5304188,2500472,1419201,1419144,9533778
333,DM3,DM1,VA4,DM4,DM4,1419219,1419230,1283123,1419070,1419070,9533778
334,VC1,VA7l,VC3m,VA5,DA2,1419195,1419088,2500575,2500530,1419133,9533778
335,DL5,VM7v,DM6,VA5,VM5v,1419118,1419157,2500548,2500530,1194549,424277
336,DM4,DM1,DP1m,DM2,V,1419070,1419230,2500472,1419110,1419095,424277
337,VA4,DM4,DM1,DM1,VM3,1283123,1419070,1419230,1419230,1419178,424277
338,VC3m,VA7m,VA3,VM5v,DL1,2500575,1419121,1419182,1194549,1419144,424277
339,DL1,DC2,VA6,VM7v,DL1,1419144,1283103,2500515,1419157,1419144,424277
340,DL1,DL4,DL1,VA1v,DC1,1419144,1419192,1419144,2500585,1419168,424277
341,VM3,DM1,VA4,DP1m,VM2,1419178,1419230,1283123,2500472,1419073,424277
342,VM5v,VC3l,DL5,VM5v,DA1,1194549,4587289,1419118,1194549,1419201,14678
343,VM3,DM1,VM3,DM5,DL2v,1419178,1419230,1419178,1419102,1419214,14678
344,VM2,DM4,DM5,VM3,DL2v,1419073,1419070,1419102,1419178,1419214,14678
345,V,V,DL2v,DP1l,DM3,1419095,1419095,1419214,2500556,1419219,14678
346,DL1,VC3l,VA6,VM7v,VC4,1419144,4587289,2500515,1419157,2500615,14678
347,DL2d,V,V,DM5,V,1419171,1419095,1419095,1419102,1419095,14678
348,DM4,DL2v,DM1,VA2,VM3,1419070,1419214,1419230,1419211,1419178,14678
349,DA4l,VA7l,VP1,VC1,DP1m,4502221,1419088,5304188,1419195,2500472,8538
350,DP1m,VC1,VP1,DA4l,VM1,2500472,1419195,5304188,4502221,1419153,8538
351,DA2,DC2,DA2,VC3l,DA2,1419133,1283103,1419133,4587289,1419133,8538
352,VA7l,VC1,VC3m,VA7m,VC2,1419088,1419195,2500575,1419121,1419099,8538
353,VL1,DP1l,V,V,VP2,2500599,2500556,1419095,1419095,4672152,8538
354,DA2,DM5,VA5,DA3,VA7m,1419133,1419102,2500530,2500563,1419121,8538
355,VM1,DP1l,VA7m,DM5,VM1,1419153,2500556,1419121,1419102,1419153,8538
356,VM4,VL2a,DP1l,VM4,DA4l,1419198,2500501,2500556,1419198,4502221,8538
357,DM1,DM4,VA4,DL2d,VA2,1419230,1419070,1283123,1419171,1419211,12634
358,DM4,DM1,DP1m,DM2,DM5,1419070,1419230,2500472,1419110,1419102,12634
359,DM3,V,VM3,DP1l,DL2v,1419219,1419095,1419178,2500556,1419214,12634
360,DM3,VM3,DP1l,DM4,DM4,1419219,1419178,2500556,1419070,1419070,12634
361,DM2,DM6,DM6,DM2,DM4,1419110,2500548,2500548,1419110,1419070,12634
362,VL2p,DA3,VA3,VM7v,VC4,1419126,2500563,1419182,1419157,2500615,8391002
363,DP1m,V,VC3m,VC2,V,2500472,1419095,2500575,1419099,1419095,8391002
364,VM7v,VC4,VM7v,VA3,VL2a,1419157,2500615,1419157,1419182,2500501,8391002
365,DC1,DA1,DM2,DC3,VM5d,1419168,1419201,1419110,1283111,1194543,8391002
366,DL1,VC5,DM2,DM6,DM2,1419144,5604551,1419110,2500548,1419110,12638
367,VM1,VA4,VC3m,VM2,VL2p,1419153,1283123,2500575,1419073,1419126,12638
368,DM6,DM2,DM2,DM6,VC5,2500548,1419110,1419110,2500548,5604551,12638
369,VA2,VC4,DM1,VA6,VL2p,1419211,2500615,1419230,2500515,1419126,12638
370,VC3l,VC3l,VM5d,VC4,DL1,4587289,4587289,1194543,2500615,1419144,12638
371,VC4,VC4,VC5,VC4,VC1,2500615,2500615,5604551,2500615,1419195,12638
372,DP1m,DC1,DM2,VL2p,DM4,2500472,1419168,1419110,1419126,1419070,424289
373,V,VC3m,DA3,V,VC5,1419095,2500575,2500563,1419095,5604551,424289
374,VC4,VC3m,DA3,V,VA3,2500615,2500575,2500563,1419095,1419182,424289
375,VM3,DM4,VM3,DM1,VA4,1419178,1419070,1419178,1419230,1283123,424289
376,DP1m,DC2,DM6,VC3m,VC3l,2500472,1283103,2500548,2500575,4587289,424289
377,VM5v,DM5,DA2,DC3,VA6,1194549,1419102,1419133,1283111,2500515,14690
378,DC3,DA2,DA2,VM5v,DC3,1283111,1419133,1419133,1194549,1283111,14690
379,VL2a,DC3,VA6,VC3m,DA1,2500501,1283111,2500515,2500575,1419201,14690
380,D,DA1,VM4,DL1,D,1419148,1419201,1419198,1419144,1419148,10598
381,DM3,VA4,DP1m,DM4,DM5,1419219,1283123,2500472,1419070,1419102,10598
382,VL2a,VM7v,VC4,VA3,VM7v,2500501,1419157,2500615,1419182,1419157,10598
383,DP1m,DM1,VL2p,DM2,V,2500472,1419230,1419126,1419110,1419095,10598
384,DA1,VA1v,DA1,DC2,VA1v,1419201,2500585,1419201,1283103,2500585,10598
385,DP1m,DM4,VA2,DM3,VA4,2500472,1419070,1419211,1419219,1283123,10598
386,DM1,VA4,DP1m,DM3,VC2,1419230,1283123,2500472,1419219,1419099,10598
387,VC3m,VC5,V,DC1,DA3,2500575,5604551,1419095,1419168,2500563,514407
388,DM6,DP1m,VM5d,VC3l,DL5,2500548,2500472,1194543,4587289,1419118,514407
389,DM3,VA4,DP1m,DM1,DM4,1419219,1283123,2500472,1419230,1419070,514407
390,VL2p,DL2v,DP1m,DL1,DL2d,1419126,1419214,2500472,1419144,1419171,514407
391,DL2d,VM3,V,DM4,DM3,1419171,1419178,1419095,1419070,1419219,514407
392,VC2,DP1l,VM2,VM2,VM3,1419099,2500556,1419073,1419073,1419178,8280422
393,VM5d,VM5d,DL1,DL1,VM5d,1194543,1194543,1419144,1419144,1194543,8280422
394,VA5,VA7m,DC2,D,VC4,2500530,1419121,1283103,1419148,2500615,8280422
395,DM2,DC1,DM3,DL2v,VA2,1419110,1419168,1419219,1419214,1419211,424301
396,V,DM4,VC4,DM2,VC3m,1419095,1419070,2500615,1419110,2500575,424301
397,DM4,DM3,VA4,DM1,DL2d,1419070,1419219,1283123,1419230,1419171,424301
398,VA2,VM2,DL2v,DM3,VC3m,1419211,1419073,1419214,1419219,2500575,424301
399,DP1m,VA6,DC1,VL2p,V,2500472,2500515,1419168,1419126,1419095,424301
400,DM1,DM3,DM4,VA4,VA4,1419230,1419219,1419070,1283123,1283123,424301
401,DM6,DM6,VM5v,DM6,DP1m,2500548,2500548,1194549,2500548,2500472,424301
402,DA4m,VM5v,VP1,DM4,DA1,1419080,1194549,5304188,1419070,1419201,6510
403,VC3m,VP1,VM1,VP3,VP2,2500575,5304188,1419153,3243803,4672152,6510
404,VL1,VP3,VC3m,DA2,VP1,2500599,3243803,2500575,1419133,5304188,6510
405,VA1d,VC3l,DL4,DL3,VP1,1283107,4587289,1419192,2468810,5304188,16750
406,VC2,DA1,VL2p,DP1l,DA3,1419099,1419201,1419126,2500556,2500563,16750
407,DP1l,VP1,VP3,VC2,DA2,2500556,5304188,3243803,1419099,1419133,16750
408,VA3,VA7m,VL2p,VC4,VC4,1419182,1419121,1419126,2500615,2500615,16750
409,DM4,DM2,VC4,VM7d,DL5,1419070,1419110,2500615,1419114,1419118,16750
410,VA3,DA1,DC2,VM5d,VC4,1419182,1419201,1283103,1194543,2500615,16750
411,DM1,DM4,DM3,VA4,DC1,1419230,1419070,1419219,1283123,1419168,514414
412,DL2v,DM4,DL2v,VM3,VM3,1419214,1419070,1419214,1419178,1419178,514414
413,DP1m,DL2v,VM3,DM1,DL2v,2500472,1419214,1419178,1419230,1419214,514414
414,DM2,DC1,DM3,VA2,DL2v,1419110,1419168,1419219,1419211,1419214,514414
415,VM5d,VM5d,VM5d,DL1,DL5,1194543,1194543,1194543,1419144,1419118,12658
416,VA2,DM1,VA4,DM4,VC4,1419211,1419230,1283123,1419070,2500615,12658
417,DM1,VM3,VM2,DP1m,DM4,1419230,1419178,1419073,2500472,1419070,12658
418,DM3,VM3,V,DL2v,DM1,1419219,1419178,1419095,1419214,1419230,12658
419,VM2,DM1,DM5,DM4,VM3,1419073,1419230,1419102,1419070,1419178,12658
420,DM1,VM3,DM4,DL2v,VM2,1419230,1419178,1419070,1419214,1419073,12658
421,DM3,DP1m,DM2,VL2p,DM4,1419219,2500472,1419110,1419126,1419070,12658
422,VL1,VP2,VL1,DP1l,VC3m,2500599,4672152,2500599,2500556,2500575,16754
423,VP1,VM4,VC5,VM5d,DL5,5304188,1419198,5604551,1194543,1419118,16754
424,DA4l,DA2,DC3,DC3,DC1,4502221,1419133,1283111,1283111,1419168,16754
425,VM5d,VP1,VM4,VM5v,VC5,1194543,5304188,1419198,1194549,5604551,16754
426,DC2,VC3l,DM6,VC5,VA7m,1283103,4587289,2500548,5604551,1419121,16754
427,DC2,VA6,VL2a,DC3,VM7v,1283103,2500515,2500501,1283111,1419157,16754
428,DP1l,V,DL2v,VM3,VL2p,2500556,1419095,1419214,1419178,1419126,514420
429,DP1m,V,DL2d,DM1,DL2v,2500472,1419095,1419171,1419230,1419214,514420
430,DM2,DC1,DM4,DM6,DP1m,1419110,1419168,1419070,2500548,2500472,514420
431,DM3,DM2,DL2v,VA2,DM1,1419219,1419110,1419214,1419211,1419230,514420
432,DM3,DM4,DM1,DM4,DA3,1419219,1419070,1419230,1419070,2500563,424319
433,DA4l,VC1,DP1m,DP1l,DL2d,4502221,1419195,2500472,2500556,1419171,424319
434,DL2v,DM3,DM2,DC1,VA2,1419214,1419219,1419110,1419168,1419211,424319
435,VC1,VA6,DC1,DP1m,VP2,1419195,2500515,1419168,2500472,4672152,424319
436,VC3m,VM2,DL2v,VA2,DL2d,2500575,1419073,1419214,1419211,1419171,424319
437,VA4,DM4,VM3,DM1,DL2v,1283123,1419070,1419178,1419230,1419214,514434
438,DL2v,VM2,DL2v,VA4,VM3,1419214,1419073,1419214,1283123,1419178,514434
439,DL2d,VM3,V,DM4,DM1,1419171,1419178,1419095,1419070,1419230,514434
440,VM3,VM2,VA2,VA4,DM1,1419178,1419073,1419211,1283123,1419230,514434
441,DM1,VA4,DM4,VA4,VM3,1419230,1283123,1419070,1283123,1419178,10630
442,DM3,VA4,DM4,DP1m,DM5,1419219,1283123,1419070,2500472,1419102,10630
443,DP1m,DM4,VA2,VA4,DM1,2500472,1419070,1419211,1283123,1419230,10630
444,VC3l,DL3,VC4,VA6,DL1,4587289,2468810,2500615,2500515,1419144,10630
445,VA4,DM4,VM3,DM3,DM1,1283123,1419070,1419178,1419219,1419230,10630
446,DP1m,DM5,VL2p,DM4,DM2,2500472,1419102,1419126,1419070,1419110,514440
447,VM5v,DC1,DM6,DP1m,VC3m,1194549,1419168,2500548,2500472,2500575,514440
448,VM2,V,DM5,DL2v,VM2,1419073,1419095,1419102,1419214,1419073,514440
449,DP1l,VA7l,VC2,DM1,VA3,2500556,1419088,1419099,1419230,1419182,514440
450,DM5,V,VM2,VC3l,VA2,1419102,1419095,1419073,4587289,1419211,514440
451,VA2,VM2,DL2v,VC3m,DM3,1419211,1419073,1419214,2500575,1419219,16778
452,V,DM3,VA4,DM4,DM5,1419095,1419219,1283123,1419070,1419102,16778
453,VA3,DA3,VC4,DL1,DL1,1419182,2500563,2500615,1419144,1419144,16778
454,VM5v,DM6,DM6,DP1m,DM6,1194549,2500548,2500548,2500472,2500548,424331
455,DA2,VA7m,DA2,DM5,VA7m,1419133,1419121,1419133,1419102,1419121,424331
456,VA6,VM5d,VL2a,VC3l,VA1d,2500515,1194543,2500501,4587289,1283107,424331
457,DL1,DC2,VA6,DL1,D,1419144,1283103,2500515,1419144,1419148,424331
458,VM5d,VM5d,VM5d,DL1,DL3,1194543,1194543,1194543,1419144,2468810,424331
459,DP1m,DM4,VM2,DM1,DM3,2500472,1419070,1419073,1419230,1419219,12686
460,DM1,DM4,DM2,DM5,DM2,1419230,1419070,1419110,1419102,1419110,12686
461,VM7v,VC3l,DC2,DL1,VC3l,1419157,4587289,1283103,1419144,4587289,12686
462,VA2,VC5,DP1m,VC3l,DM6,1419211,5604551,2500472,4587289,2500548,12686
463,DM2,DC1,DM2,DM6,DL1,1419110,1419168,1419110,2500548,1419144,12686
464,DM1,VM3,DM4,DL2v,VM2,1419230,1419178,1419070,1419214,1419073,12686
465,VC3m,DL3,DL4,VC3l,DL1,2500575,2468810,1419192,4587289,1419144,514448
466,VC3m,DC2,DP1m,VA7m,DA1,2500575,1283103,2500472,1419121,1419201,514448
467,DL1,DL1,VA6,DC2,VC3l,1419144,1419144,2500515,1283103,4587289,514448
468,VM5v,DM6,DL5,VM7v,VM7d,1194549,2500548,1419118,1419157,1419114,514448
469,VA3,VC3l,DA2,DA4m,VA1v,1419182,4587289,1419133,1419080,2500585,16790
470,VC3m,DL3,VC3l,DL4,DL5,2500575,2468810,4587289,1419192,1419118,16790
471,VC3l,DL1,VC3m,VL2a,VC4,4587289,1419144,2500575,2500501,2500615,16790
472,VC2,DM4,DM2,DP1l,VA7m,1419099,1419070,1419110,2500556,1419121,16790
473,DC4,VM5d,VM5d,DC1,DL5,1419077,1194543,1194543,1419168,1419118,424343
474,DP1m,DM6,VC3l,VC3m,VM5v,2500472,2500548,4587289,2500575,1194549,424343
475,VC3m,VC5,DC1,VL2a,DA1,2500575,5604551,1419168,2500501,1419201,424343
476,DL5,VM5v,DM6,VM7v,VM7d,1419118,1194549,2500548,1419157,1419114,424343
477,VL2a,VC3m,VM4,VM4,VC5,2500501,2500575,1419198,1419198,5604551,514462
478,DL2d,V,DL2v,VC3m,DL2v,1419171,1419095,1419214,2500575,1419214,514462
479,DP1l,DA4l,DL2d,VC5,DM5,2500556,4502221,1419171,5604551,1419102,514462
480,VA6,VL2p,DC1,VC1,DP1m,2500515,1419126,1419168,1419195,2500472,514462
481,DL1,VM5d,VM5d,VC3m,DL3,1419144,1194543,1194543,2500575,2468810,514462
482,DM6,VM5d,VM5v,DM2,VC3l,2500548,1194543,1194549,1419110,4587289,514462
483,DC3,VA6,VA7m,DL1,DA2,1283111,2500515,1419121,1419144,1419133,14330
484,VC3m,DL1,DL3,VC3l,DL4,2500575,1419144,2468810,4587289,1419192,16806
485,VC5,DP1l,VA2,DM6,DM3,5604551,2500556,1419211,2500548,1419219,16806
486,VA1v,VA1v,DA1,DC3,DC3,2500585,2500585,1419201,1283111,1283111,16806
487,VP1,DA1,VA7m,VA3,VA7m,5304188,1419201,1419121,1419182,1419121,16806
488,VC3l,DC2,VA7m,DC2,DC2,4587289,1283103,1419121,1283103,1283103,16806
489,DC4,DC2,VC3m,VM7d,DA4m,1419077,1283103,2500575,1419114,1419080,424373
490,VM7d,VM5v,DL5,DM6,VM5v,1419114,1194549,1419118,2500548,1194549,424373
491,DC1,DM2,VA2,DM3,DL2v,1419168,1419110,1419211,1419219,1419214,424373
492,VC5,DP1l,DM6,VA2,DM3,5604551,2500556,2500548,1419211,1419219,6582
493,DC3,VA6,VA7m,VC2,DA2,1283111,2500515,1419121,1419099,1419133,6582
494,VA6,DC3,VC3m,VL2a,DC3,2500515,1283111,2500575,2500501,1283111,6582
495,VM2,DM5,VA4,VM3,DL2v,1419073,1419102,1283123,1419178,1419214,6582
496,DP1l,VM3,VM2,DP1m,DM3,2500556,1419178,1419073,2500472,1419219,6582
497,VA7l,VM1,VA7m,VP1,VC2,1419088,1419153,1419121,5304188,1419099,6582
498,VA1v,DC3,VA1v,VA6,VA1v,2500585,1283111,2500585,2500515,2500585,424379
499,VM4,VP1,VL2a,VC3m,VM4,1419198,5304188,2500501,2500575,1419198,424379
500,DL5,VC3l,VC3m,DL3,VM5v,1419118,4587289,2500575,2468810,1194549,424379
501,VP1,VM4,VM5v,DL5,DC1,5304188,1419198,1194549,1419118,1419168,424379
502,VL2p,DP1m,VA6,DA1,DL1,1419126,2500472,2500515,1419201,1419144,424379
503,VC2,VA2,VC5,DP1l,DP1m,1419099,1419211,5604551,2500556,2500472,8638
504,VC5,DL1,DL2d,VA7m,VC3m,5604551,1419144,1419171,1419121,2500575,8638
505,VP3,DA2,VP1,VA7l,VC5,3243803,1419133,5304188,1419088,5604551,8638
506,VM4,VL2a,VM4,DP1l,VP1,1419198,2500501,1419198,2500556,5304188,8638
507,DA2,VP3,VC5,VP1,VA7l,1419133,3243803,5604551,5304188,1419088,8638
508,VP1,DL5,VA7m,DC1,VM5v,5304188,1419118,1419121,1419168,1194549,8638
509,DC2,DA2,VA1d,VA5,DA4l,1283103,1419133,1283107,2500530,4502221,8262078
510,VP1,DA1,VA1d,VM5v,VA5,5304188,1419201,1283107,1194549,2500530,8262078
511,VA6,D,DC2,DL1,DL1,2500515,1419148,1283103,1419144,1419144,8262078
512,VA2,DP1m,DM2,DM2,VC4,1419211,2500472,1419110,1419110,2500615,8262078
513,DM3,VA4,DP1m,DM5,DM1,1419219,1283123,2500472,1419102,1419230,8262078
514,VC2,VC3m,DP1m,DP1m,DA4l,1419099,2500575,2500472,2500472,4502221,8262078
515,DL2v,VC2,VA3,V,DM5,1419214,1419099,1419182,1419095,1419102,8646
516,DL2v,DL2v,VM2,DP1m,VM3,1419214,1419214,1419073,2500472,1419178,8646
517,VA7l,DA1,DL2v,DP1m,VA3,1419088,1419201,1419214,2500472,1419182,8646
518,VA7l,DP1l,DL1,DL2d,VM1,1419088,2500556,1419144,1419171,1419153,8646
519,VA3,DA3,VC4,VA7l,DL1,1419182,2500563,2500615,1419088,1419144,8646
520,DA3,VA3,VC3l,VC4,VM5d,2500563,1419182,4587289,2500615,1194543,8646
521,VA7l,DA4l,VP1,VC1,DL2d,1419088,4502221,5304188,1419195,1419171,8646
522,VP1,VM4,VA7m,DL1,VC1,5304188,1419198,1419121,1419144,1419195,8646
523,VA3,DL1,DA1,D,VM7v,1419182,1419144,1419201,1419148,1419157,10694
524,VM3,DM1,VM3,DM4,VM2,1419178,1419230,1419178,1419070,1419073,10694
525,DM1,V,DM4,DP1m,VA4,1419230,1419095,1419070,2500472,1283123,10694
526,VA5,DL1,VA7m,DA1,D,2500530,1419144,1419121,1419201,1419148,10698
527,VM2,DL2v,VM2,VM3,VA2,1419073,1419214,1419073,1419178,1419211,10698
528,VL2p,V,VA3,VC4,DA3,1419126,1419095,1419182,2500615,2500563,10698
529,DC1,DA1,DM2,DC3,DM2,1419168,1419201,1419110,1283111,1419110,10698
530,VA7m,VM5d,DL4,DA3,VC4,1419121,1194543,1419192,2500563,2500615,10698
531,VA2,VM1,DP1m,VC2,DM5,1419211,1419153,2500472,1419099,1419102,10698
532,DL3,VC3l,DL1,VM7v,VC3l,2468810,4587289,1419144,1419157,4587289,10698
533,VC3m,V,DA3,DL2d,VM3,2500575,1419095,2500563,1419171,1419178,424397
534,V,VC4,DM4,VC3m,DM2,1419095,2500615,1419070,2500575,1419110,424397
535,VM3,DM4,DM1,VA4,DM4,1419178,1419070,1419230,1283123,1419070,424397
536,DM2,DM3,DL2v,DC1,VA2,1419110,1419219,1419214,1419168,1419211,424397
537,VA4,DL2v,DM1,VM2,DM5,1283123,1419214,1419230,1419073,1419102,424397
538,VA4,DM1,DM3,VM2,DM4,1283123,1419230,1419219,1419073,1419070,424397
539,DL2v,VC3m,VA7l,DL2v,VC4,1419214,2500575,1419088,1419214,2500615,8654
540,VA1d,VC3l,DL4,VP1,DL3,1283107,4587289,1419192,5304188,2468810,8654
541,VL2a,VC4,VM7v,VA3,VM7v,2500501,2500615,1419157,1419182,1419157,8654
542,VM5d,DL5,VL2a,DL3,DC1,1194543,1419118,2500501,2468810,1419168,8654
543,VC3l,DL3,VC4,DL1,DL1,4587289,2468810,2500615,1419144,1419144,8654
544,DL2v,DM3,VA2,VM2,DM2,1419214,1419219,1419211,1419073,1419110,514521
545,DM6,VM5v,DM6,VM5d,DM2,2500548,1194549,2500548,1194543,1419110,514521
546,VA4,DM4,VM3,DM4,DM3,1283123,1419070,1419178,1419070,1419219,514521
547,VM3,DL2v,VA4,V,DM4,1419178,1419214,1283123,1419095,1419070,514521
548,VA2,DM3,VM2,VM2,DM2,1419211,1419219,1419073,1419073,1419110,6618
549,DM3,DP1m,DM2,DP1m,VM1,1419219,2500472,1419110,2500472,1419153,6618
550,DC2,DC2,VA7m,DC3,DP1m,1283103,1283103,1419121,1283111,2500472,6618
551,VC5,VA7m,VA7l,V,DA2,5604551,1419121,1419088,1419095,1419133,10714
552,DP1m,VA4,VA3,VC2,VC1,2500472,1283123,1419182,1419099,1419195,10714
553,VC1,VM2,VC2,DA2,VA7m,1419195,1419073,1419099,1419133,1419121,10714
554,VP3,DA2,VP1,VP3,VC5,3243803,1419133,5304188,3243803,5604551,10714
555,VA6,VM5d,VL2a,DA1,VA1d,2500515,1194543,2500501,1419201,1283107,10714
556,VM5d,VA6,VA1v,DA1,VC3l,1194543,2500515,2500585,1419201,4587289,10714
557,VM5v,VC3l,DM6,DM6,DM6,1194549,4587289,2500548,2500548,2500548,188893
558,DM3,DM4,DM1,VA4,VM3,1419219,1419070,1419230,1283123,1419178,188893
559,VM2,VA2,VC3m,VM2,DL2v,1419073,1419211,2500575,1419073,1419214,188893
560,DM5,V,DP1m,VC3l,VM2,1419102,1419095,2500472,4587289,1419073,188893
561,V,VC4,DM4,VC3m,DM5,1419095,2500615,1419070,2500575,1419102,188893
562,DM2,DM4,V,DM2,VM5d,1419110,1419070,1419095,1419110,1194543,188893
563,DM3,DP1m,DM2,DP1m,DM4,1419219,2500472,1419110,2500472,1419070,9447905
564,VA3,DP1m,DA2,VC3m,VC2,1419182,2500472,1419133,2500575,1419099,9447905
565,V,V,DM3,DP1l,DL2v,1419095,1419095,1419219,2500556,1419214,9447905
566,VM3,DP1l,VL2p,V,V,1419178,2500556,1419126,1419095,1419095,9447905
567,VM2,DM5,VA4,VM3,DL2v,1419073,1419102,1283123,1419178,1419214,9447905
568,VA4,DM4,V,DM1,DM3,1283123,1419070,1419095,1419230,1419219,10722
569,DC3,DA1,DC3,DC1,DA1,1283111,1419201,1283111,1419168,1419201,10722
570,DL2v,VM2,VM3,VM2,DL2v,1419214,1419073,1419178,1419073,1419214,10722
571,DM3,DM4,VA4,DM1,VA4,1419219,1419070,1283123,1419230,1283123,10722
572,DM2,VA2,DM2,DM2,DP1m,1419110,1419211,1419110,1419110,2500472,10722
573,VL2a,DA1,DA1,VA1d,DC3,2500501,1419201,1419201,1283107,1283111,10722
574,DM4,DM2,DM1,DP1m,V,1419070,1419110,1419230,2500472,1419095,424421
575,VM3,VM2,DM1,VA4,DP1m,1419178,1419073,1419230,1283123,2500472,424421
576,DP1m,DM6,VC3m,VC3l,DC2,2500472,2500548,2500575,4587289,1283103,424421
577,DM1,DM4,VA4,DM3,DC1,1419230,1419070,1283123,1419219,1419168,424421
578,VA5,VA7m,DA2,DC2,DA2,2500530,1419121,1419133,1283103,1419133,6630
579,DA2,VM1,VM1,VA5,DA2,1419133,1419153,1419153,2500530,1419133,6630
580,VA1v,VL2a,DA1,D,DL5,2500585,2500501,1419201,1419148,1419118,6630
581,VP1,VP3,DP1l,VP3,VC2,5304188,3243803,2500556,3243803,1419099,6630
582,VM5v,VA1d,VA5,DA1,VP1,1194549,1283107,2500530,1419201,5304188,6630
583,VM3,DM1,DM4,VA4,VA4,1419178,1419230,1419070,1283123,1283123,188907
584,DM1,DM4,VA4,V,DM2,1419230,1419070,1283123,1419095,1419110,188907
585,DA3,V,VM3,VC3m,V,2500563,1419095,1419178,2500575,1419095,188907
586,VA2,DM2,DM6,VC3l,DL2v,1419211,1419110,2500548,4587289,1419214,188907
587,DL2v,DP1l,DL2v,VM3,V,1419214,2500556,1419214,1419178,1419095,188907
588,DC1,VA2,DM2,DM6,DM3,1419168,1419211,1419110,2500548,1419219,188907
589,DM4,VM3,DM1,VA4,DM1,1419070,1419178,1419230,1283123,1419230,514539
590,DM2,DM4,V,DM2,DM3,1419110,1419070,1419095,1419110,1419219,514539
591,DM4,VM3,VM3,VA4,DM1,1419070,1419178,1419178,1283123,1419230,514539
592,DL2v,DL2v,VM2,VM2,VM3,1419214,1419214,1419073,1419073,1419178,514539
593,DC1,DM2,DM6,VM5v,DM5,1419168,1419110,2500548,1194549,1419102,514539
594,DP1m,V,V,DP1l,VC2,2500472,1419095,1419095,2500556,1419099,16878
595,DC3,VL2a,VA1v,DA4m,DC3,1283111,2500501,2500585,1419080,1283111,16878
596,D,VA6,DA1,DC2,DC3,1419148,2500515,1419201,1283103,1283111,16878
597,VA1v,VA1v,DC3,VL2a,VA1v,2500585,2500585,1283111,2500501,2500585,16878
598,DL5,VM5v,DM6,VM7d,VM7v,1419118,1194549,2500548,1419114,1419157,16878
599,VC3m,VC5,V,DA3,DC1,2500575,5604551,1419095,2500563,1419168,424433
